,cues,outcomes
3009,the_new_rha_formula_for_funding_district_spending_also_under_scrutiny,PastSimple
3010,they_nothing_but_their_monthly_salaries,PresentSimple
3011,she_a_small_doll,PastProg
3012,this_not_just_by_saying_no_to_things,FutureSimple
3013,his_whole_effort_towards_nothing,PresentProg
3014,question_marks_already_over_its_proposed_new_measures,PresentProg
3015,the_episode_in_the_lake_plus_the_walking_an_edge_to_their_appetites,PastPerf
3016,sarah_jessica_parker_waves,PresentProg
3017,alongside_it_private_provision_of_pensions_health_care_education_and_housing_also,PresentPerf
3018,maybe_they_just_lovers,PastSimple
3019,in_bed_mungo_the_day,PastSimple
3020,it_in_the_boot_of_my_car,FutureSimple
3021,the_british_board_of_film_classification_currently_at_the_films,PresentProg
3022,discretionary_powers_quite_different,PresentSimple
3023,someone_them_in_a_box_and_thrown_them_into_the_canal,PastPerf
3024,what_you_on_it,PresentPerf
3025,you_me_now,PresentSimple
3026,no_further_reminder,FutureSimple
3027,that_goal_now_closer_along_with_the_goal_of_finishing_off_the_uppity_gaddafi_a_perfect_hate_figure_in_an_election_year,PresentProg
3028,no_it_it_very_easy,PastSimple
3029,and_there_the_robin,PastSimple
3030,this_an_unfamiliar_note_of_responsibility_to_the_lending_policy_of_institutions_even_more_loony_than_our_own,FutureSimple
3031,the_applicant_usually_the_court_before_calling_any_evidence,FutureSimple
3032,connections_with_among_other_illnesses_skin_rashes_asthma_heart_disease_backache_and_cancer,PresentPerf
3033,the_war_the_chemical_industry_and_the_related_synthetic_textile_industries,PastPerf
3034,the_team_back_in_again_carefully_sifting_and_analysing,PastPerf
3035,florida_a_a_place,PresentSimple
3036,we_the_players_like_responsible_adults,PresentProg
3037,the_beads_plus_gem_with_a_magnet,PresentSimple
3038,we_an_achievable_recruitment_and_publicity_strategy_for_each_branch,FutureSimple
3039,he_by_her_hair,PastSimple
3040,the_body_major_alterations,PresentPerf
3041,the_gozo_boat_by_the_police,PastSimple
3042,most_work_however_on_the_recreation_site_itself_and_particularly_sites_in_the_uplands_the_urban_fringe_and_wildlife_sites,PresentPerf
3043,all_sectors_except_construction_improved_sales_order_books_and_exports,PresentProg
3044,income_tax,FutureSimple
3045,the_first_turbo_trains_into_service_next_week,FutureSimple
3046,she_down_into_her_glass,PastProg
3047,yes_things_smoothly_once_more,PastProg
3048,nina_miklin_some_new_colours_to_the_very_popular_bellini_yarn,PresentPerf
3049,you_out_here_around_with_not_a_stitch_on,PastProg
3050,under_these_circumstances_the_rate_of_interest_not_any_further,FutureSimple
3051,this_a_definite_contribution_to_a_continuous_process_of_renewal_of_syllabuses_and_closely_linked_and_incidental_to_teacher_education,FutureSimple
3052,in_the_example_top_right_the_apparent_shape_of_the_rectangles_by_their_content,PresentSimple
3053,more_idle_talk_what_sort_of_advice_on_country_sports_and_the_rural_economy_at_a_conference_in_warwickshire_next_week,FutureSimple
3054,no_difficulty_over_that,FutureSimple
3055,and_and_i_mm,PresentPerf
3056,harry_christopher_his_homework_well_here_shaping_each_phrase_according_to_the_meaning_of_the_text,PresentPerf
3057,earnings_from_employment,PresentPerf
3058,the_jacobites_on_their_right_by_the_river_shiel_and_on_their_left_by_a_cliff,PastSimple
3059,that_to_kate,PresentProg
3060,the_living_room_inside_by_the_remains_of_a_log_fire_collapsing_now_into_ashes,PresentSimple
3061,those_tests_the_court_with_a_difficulty,PastSimple
3062,but_in_reality_this_option_to_all_but_a_handful,FutureSimple
3063,we_not_our_tour,PresentPerf
3064,the_first_signs_of_breeding_probably_some_serious_digging_activity_often_round_the_bases_of_the_rocks,FutureSimple
3065,opposition_this_forceful_opposition,PresentPerf
3066,inhibitions_all_around_her_mind_and_heart_and_body,PastProg
3067,the_meringue_if_cooked_too_long_and_collapse_if_not_cooked_enough,FutureSimple
3068,a_little_group_of_men_by_the_door_waiting_for_him,PastProg
3069,despite_this_he_helen_a_little_rhyme,PastProg
3070,based_in_consett_co_durham_derwent_fears_about_possible_job_losses_after_the_takeover,PresentPerf
3071,just_in_case_he_some_out,PresentSimple
3072,as_well_as_being_in_popular_entertainment_this_type_of_crime_also_as_an_area_of_study,PresentPerf
3073,right_you_some_lunch,PresentSimple
3074,just_like_poor_old_george_nelly_with_a_pang_remembering_her_late_husband,PastSimple
3075,the_new_service_an_additional_means_of_confirming_the_accuracy_of_residential_credit_information_supplied_by_applicants,FutureSimple
3076,no_restrictions_on_sales_of_french_electricity,FutureSimple
3077,seven_hundred_and_forty_four_women_patients_at_this_surgery_in_gateshead_for_new_smear_tests,PresentProg
3078,her_own_menstrual_cycle_including_its_uncomfortable_drawing_to_a_close_strictly_her_own_affair,PastPerf
3079,stunning_mount_etna_citalia_value_all_citalia_customers_entrance_to_the_sicilian_carousel_exhibition,PresentPerf
3080,perhaps_your_father_my_taste_for_beethoven,PastSimple
3081,to_help_investigate_gill_net_use_and_bird_deaths_elsewhere_around_the_coast_the_society_up_a_confidential_phone_line,PresentPerf
3082,standing_alongside_him_turner,PastSimple
3083,and_he_also,PresentProg
3084,the_dawn_search_of_the_platform_mandatory_these_days_no_evidence_of_intruders_during_the_night,PastPerf
3085,he_towards_the_door,PastProg
3086,we_not_to_any_specific_set_of_criteria,PastProg
3087,successful_netting_about_all_the_details_right,PresentProg
3088,what_these_creatures_here,PresentProg
3089,health_animal_health_any_pet_veterinary_bills,FutureSimple
3090,a_lot_being_a_mother_me_less_selfish,PresentPerf
3091,i_a_tin_of_fruit,PresentSimple
3092,the_relentless_bombardment_of_images_and_icons_of_affluence_and_perfection_not,PresentProg
3093,exploration_of_the_testicle_deferred_because_of_the_potentially_life_threatening_medical_condition,PastSimple
3094,when_arranging_your_next_smear_not_an_appointment_during_your_menstrual_period,PresentSimple
3095,travelling_late_in_the_evening_a_very_real_worry_for_many_nurses_as_the_incidence_of_violence_rises,PresentPerf
3096,some_food_names_less_illuminating,PresentSimple
3097,we_it_down_for_luck,PresentSimple
3098,the_coming_year_just_as_uncertain,PresentSimple
3099,he_please_an_urgent_debate_on_the_specific_subject_of_the_exchange_rate_mechanism,FutureSimple
3100,the_warden_responsible_for_the_safe_keeping_in_the_castle_gaol_of_ordinary_prisoners_and_political_prisoners_as_well_as_forest_offenders_and_for_delivering_them_on_bail_on_receipt_of_the_appropriate_writ,PastSimple
3101,and_it,PresentSimple
3102,among_his_worst_crimes_not_married_not_turning_up_at_milking_times_and_stealing_food,PresentProg
3103,since_then_six_natwest_executives_including_two_explicitly_cleared_by_the_inspectors_with_fraud,PresentPerf
3104,security_expenditure_in_northern_ireland_genuinely_exceptional,PresentSimple
3105,someone_up,PresentProg
3106,the_wirral_heart_support_centre_an_open_day_tomorrow,PresentSimple
3107,the_figure_then,FutureSimple
3108,fixed_costs_constant_whatever_the_volume_of_sales,FutureSimple
3109,but_even_by_whitehall_standards_tite_fast,PresentProg
3110,everybody_those,PresentPerf
3111,the_drop_in_punters_only_partly_on_the_recession,PresentProg
3112,the_ratio_of_the_circumference_to_the_diameter_less,PresentSimple
3113,i_by_an_orchestra,PastProg
3114,we_also_collaborations_with_different_international_partners,PresentProg
3115,their_reaction_predictable,PastSimple
3116,er_here_we_the_first_one_here,PresentSimple
3117,no_partner_as_of_right_to_a_salary_for_work_done_for_the_partnership,PresentSimple
3118,the_robin,PresentPerf
3119,each_hive_its_own_coloured_tie,PresentSimple
3120,cornish_miners_a_lot_of_watt_engines,PastProg
3121,for_the_next_few_months_mr_and_i_to_home_in_on_a_theme_for_these_services,PresentProg
3122,rather_more_realistically_perhaps_the_behemoth_latterly_as_either_the_hippopotamus_or_rhinoceros,PresentPerf
3123,the_broken_windows_up_with_pieces_of_wood_from_the_attic,PastPerf
3124,at_least_karen_talking_to_him_again,PastPerf
3125,people_pictures_as_a_hedge_against_war_and_inflation,PresentProg
3126,they_already,PresentPerf
3127,on_the_theoretical_front_milton_friedman_and_independently_edmund_phelps_powerfully_the_idea_of_a_phillips_curve_as_a_trade_off_relation,PastPerf
3128,between_the_spending_departments_there_competition_for_resources,FutureSimple
3129,frightening_figures_deeper_and_deeper_the_basic_recession_message_in_the_british_chambers_of_commerce_quarterly_economic_survey,PastSimple
3130,he_a_number_of_bold_steps,PastSimple
3131,nearly_twice_that_number_of_former_soviet_troops_currently_on_its_territory,PastSimple
3132,earlier_when_we_about_them,PastProg
3133,you_geography,PresentProg
3134,universities_as_much_as_for_example_primary_schools_and_secondary_schools,PresentProg
3135,big_nicky_it_all_night,PresentProg
3136,for_both_of_them_a_period_of_deep_contentment,PastPerf
3137,there_other_setbacks,PastPerf
3138,the_exact_movements_required_depending_on_the_amount_of_acceleration,FutureSimple
3139,in_the_meantime_he_as_chairman_and_chief_executive_of_olivetti,FutureSimple
3140,the_esrc_the_context_adjustment_and_management_of_change_as_its_research_priority_for_the_remainder_of_this_decade,PresentPerf
3141,internally_however_the_most_profound_changes_place,PresentProg
3142,around_half_illiterate,PresentSimple
3143,she_me_in_prison,PastSimple
3144,holmes_a_deduction_regarding_watson_himself,PastPerf
3145,the_se_nothing_but_loops,PastProg
3146,i_not_any_longer_of_your_world,PresentSimple
3147,in_this_issue_we_on_languages_and_marketing_examinations,PresentSimple
3148,economic_development_also_massive_changes_in_the_subordinate_classes,PastProg
3149,these_outcomes_also_very_much_dependent_on_the_personal_social_and_material_resources_available_to_the_individual,FutureSimple
3150,yeah_i_that_as_well,PresentSimple
3151,common_sense_and_logistics_this_out,PastSimple
3152,i_the_bunch_stiff_as_a_tennis_racket_waiting_for_a_serve,PresentSimple
3153,the_report_against_the_imposition_of_bans_on_imports_from_countries_with_low_environmental_standards,PastSimple
3154,we_about_three_or_four_years,PresentProg
3155,you_me_in_the_past,PresentPerf
3156,in_all_probability_intermediates_never,PastSimple
3157,he_away_his_feeling_of_anguish_at_the_nothingness_of_it_all_overwhelming_him,PastSimple
3158,my_recollections_of_always_around_that_of_treasurer,FutureSimple
3159,mother_back_by_two,FutureSimple
3160,a_verdict_of_accidental_death_at_an_inquest_last_week,PastSimple
3161,in_fact_this_year_for_the_third_year_running_not_one_local_authority_house_in_the_town,FutureSimple
3162,a_copy_of_this_message_directly_to_the_president_of_the_united_states,PresentProg
3163,she_him_pegged_as_an_emotional_lightweight_probably_good_at_his_job_in_a_technical_sense_but_untroubled_by_messy_feelings,PastPerf
3164,the_whole_system_now_more_efficiently,PresentProg
3165,tom_an_established_press_photographer_and_founder_of_the_image_scotland_agency,PresentSimple
3166,for_our_purposes_only_the_final_group_pass_muster_into_the_soviet_empire_but_the_others_worth_in_passing,PresentProg
3167,in_schools_teaching_in_welsh_the_study_of_welsh,FutureSimple
3168,the_problems_with_him,PastPerf
3169,the_japanese_cleverly,PastPerf
3170,as_second_master_he_two_headmasters_into_the_ways_of_the_school_in_his_own_inimitable_style,PastPerf
3171,now_he_not_it_with_the_parish_council,PresentPerf
3172,at_least_rocky_quiet_for_man_city,PresentPerf
3173,how_long_you_up_and_around_theodore,PresentPerf
3174,even_now_they_a_new_dream,PresentProg
3175,a_new_chief_constable_for_gloucestershire,PresentPerf
3176,what_you_about,PastSimple
3177,the_roof_a_dome_of_beaten_gold,PastSimple
3178,you_any_an_answers_on_that_on_the_right,PresentPerf
3179,in_consequence_these_objectives_in_many_cases_to_the_hidden_curriculum_and_pastoral_concerns,PresentPerf
3180,a_large_amount_of_new_money_into_the_new_areas,FutureSimple
3181,the_pattern_itself_throughout_much_of_the_day_with_discussion_following_each_presentation,FutureSimple
3182,the_walk_an_epic,PastPerf
3183,now_she_to_their_kidnapper,PastProg
3184,fortunately_for_her_the_camera_already_in_love_with_the_new_royal_cover_girl,PastPerf
3185,i_at_the_most_magnificent_townscape_in_london,PresentProg
3186,these,PastProg
3187,this_nice_though,PresentSimple
3188,now_he_the_same_thing,PastProg
3189,he_a_mouth_with_his_knife_and_a_piece_of_carrot,PastSimple
3190,france_however_an_effective_brake_on_west_german_rearmament,PastProg
3191,what_papa_this_time,PastPerf
3192,well_there_an_odd_chair_or_so_but_apart_from_that_nothing_really,PastSimple
3193,yeah_which_obviously_better,PresentSimple
3194,you_your_task,PresentPerf
3195,in_consequence_most_of_his_teachings_long_since,PresentPerf
3196,weakness,PastProg
3197,as_a_fledgling_journalist_on_the_yorkshire_evening_post_i_one_or_two_bits_and_pieces_about_my_jaunts_into_the_dales,PastPerf
3198,that_show_at_each_of_the_three_venues,FutureSimple
3199,the_national_curriculum_rightly_much_more,PresentProg
3200,many_of_our_shareware_readers_now_discs_every_month_from_this_section_of_the_magazine,PresentProg
3201,i_in_the_office_tomorrow_storming_around_the_rooms_as_usual,FutureSimple
3202,you_all_this,PresentProg
3203,his_body_not_by_concerned_neighbours_but_by_police_chasing_unpaid_bills,PastSimple
3204,the_law_courts_also_a_field_day,PresentProg
3205,further_the_thug_rough_with_her,PastPerf
3206,even_his_mother_it,PastPerf
3207,ed_we_our_vets_coverage,PresentProg
3208,a_man_by_his_side,PastProg
3209,i_to_a_banquet_by_some_mad_russian_prince,PastPerf
3210,money_into_the_city,PresentProg
3211,the_last_few_years_rocky_for_the_heir_to_the_blenheim_palace_estate,PresentPerf
3212,failure_of_institutions_attitudes_of_successive_governments_so_far_only_the_lock,PresentPerf
3213,their_results_this_weekend,PresentSimple
3214,no_one_hands_any_more,PastProg
3215,so_we,PastSimple
3216,he_likewise,PresentSimple
3217,others_in_contrast_the_continuities_between_humans_and_other_animals,PresentPerf
3218,mrs_sweet_out_on_the_police,PastProg
3219,they_too_long_from_the_bright_lights,PastPerf
3220,first_the_top_rate_of_income_tax_sharply,PresentPerf
3221,john_in_genoa_and_sienna_this_last_week,PresentPerf
3222,turkey_for_agreement_on_a_range_of_economic_issues_including_the_lifting_of_customs_barriers_the_creation_of_the_infrastructure_necessary_for_the_free_movement_of_goods_and_labour_and_the_establishment_of_a_regional_development_and_investment_bank,PastPerf
3223,the_catapult_for_them,PastProg
3224,if_you_with_me_gentlemen,FutureSimple
3225,they_the_bear_into_the_corner_of_the_room,PastPerf
3226,the_risk_management_service_particular_problems_such_as_legislation_contamination_production_disruption_quality_standards_and_health_and_safety,FutureSimple
3227,we_for_a_greater_understanding_between_the_parties,PresentProg
3228,yesterday_the_princess_royal_its_tenth_birthday_meeting_attended_by_representatives_of_the_home_office_the_police_and_the_probation_service,PastSimple
3229,she_with_fear,PastProg
3230,and_she_never_anyone_before_in_her_life,PastPerf
3231,after_all_he_only_one_toe,PastPerf
3232,but_we_on_the_splendours_of_augusta_not_the_frailties_of_westminster_or_capitol_hill,PresentProg
3233,anyway_my_father_and_his_theatrical_consortium_always_great_fans_of_trumpton,PresentPerf
3234,our_first_evening_out_in_france_off_with_several_bangs_and_broken_glass,PastPerf
3235,after_a_couple_of_hundred_yards_they_to_a_ristorante,PastSimple
3236,where_appropriate_mas_the_first_draft_of_the_heads_on_behalf_of_the_purchaser,FutureSimple
3237,he_the_onerous_task_of_reviving_low_morale,FutureSimple
3238,only_limited_progress_in_this_direction_so_far,PresentPerf
3239,he_actually_her_now,PastSimple
3240,we_a_letters_page_when_appropriate,FutureSimple
3241,because_getting_young_rossiter_up_to_eleven_lengths_me_to_the_grave,FutureSimple
3242,he_the_plastic_bag_and_hands_it_to_bill,PresentSimple
3243,something_terrible,PastPerf
3244,i_definitely_not,PastSimple
3245,but_it_certainly_as_having_one_of_the_most_exciting_finishes_for_years,FutureSimple
3246,i_usually_to_start_by_saying_chairman_you_that,PresentPerf
3247,we_for_higher_ec_standards_for_the_keeping_of_battery_hens_and_for_the_care_of_animals_in_transit,FutureSimple
3248,yet_surprisingly_little_research_into_the_subject_at_least_in_britain,PresentPerf
3249,yeah_you_to,PastSimple
3250,our_rental_scheme_surely_your_expectations,FutureSimple
3251,somebody_the_candles,PresentPerf
3252,we_not_always_exact_quantities_of_food,PresentPerf
3253,that_also_the_view_of_the_great_reformers_such_as_john_calvin,PastPerf
3254,nigel_nerve,PresentPerf
3255,you_you_there_about_the_old_market,PastSimple
3256,i_him_to_prison_in_my_country,PresentProg
3257,wilkerson_again,PastProg
3258,if_winterbottom_not_much_hard_rugby_with_headingley_then_he_more_than_made_up_for_it_in_those_few_short_months,PastPerf
3259,and_then_an_impatient_male_voice_from_the_cockpit_above,PastPerf
3260,wycliffe_him_to_a_seat,PastSimple
3261,there_no_consensus,PresentSimple
3262,i_too_money_into_the_hat,PastPerf
3263,in_the_spring_term_the_students_back_in_the_school_of_education,FutureSimple
3264,who_you_about,PresentProg
3265,sterilisation_methods_rudimentary,PresentSimple
3266,meanwhile_in_a_basement_laboratory_in_utah_two_chemists_on_their_own_and_in_secret,PresentProg
3267,he_still_at_himself_in_the_mirror_seeing_himself_for_the_first_time_as_a_man_not_a_boy,PastProg
3268,you_wallpaper_off,PresentProg
3269,second_mortality_rates_sometimes_as_a_proxy_for_morbidity_rates,PresentPerf
3270,then_they_at_each_other,PastSimple
3271,but_they_not_optimistic,PresentSimple
3272,yes_kind_of_like_blades_and_you_them_together_and_with_a,PresentSimple
3273,a_leisurely_process,PresentProg
3274,methods_of_model_validation_for_some_time_optimal_control_as_a_powerful_method_for_analysing_and_solving_problems_in_optimal_policy_formulation,PresentPerf
3275,however_luton_almost_immediately_through_ceri_hughes,PastSimple
3276,until_now_he_always_solitary,PastPerf
3277,but_he_it,PastPerf
3278,what_you_for_me,PresentProg
3279,and_the_miracle,PastPerf
3280,this_time_nothing_wrong,PastSimple
3281,tim_in_the_everton_shorts_along_with_a_signed_everton_shirt_given_to_him_by_the_members_of_his_favourite_team,FutureSimple
3282,they_all_back_from_france_in_foal,PastProg
3283,that_harmless_escapade_the_local_papers,PastSimple
3284,i_for_the_bus,PastProg
3285,it_marlon_brando_tom_selleck_and_the_gorgeous_catherine_zeta_jones,PresentSimple
3286,she_not_from_her_husband_a_policeman_in_bosnia_for_two_days,PastPerf
3287,for_the_second_and_fifth_of_these_situations_the_subjects_by_gender_the_male_group_being_left_with_a_male_fieldworker_and_the_female_with_a_female_fieldworker,PastSimple
3288,patient_demographic_clinical_and_laboratory_data_in_table_i_ii_and_iii,PresentSimple
3289,the_chairman_of_cheltenham_conservatives_former_prime_minister_margaret_thatcher_of_being_disloyal_to_the_government,PresentPerf
3290,this_research_the_relationship_between_trade_unionism_and_the_pursuit_of_party_political_goals_in_the_light_of_the_experience_of_the_past_two_decades,FutureSimple
3291,customer_quality_returns_also_over_the_period,PresentPerf
3292,judi_apart_inside_her_waistcoat,PastProg
3293,the_nation_for_an_important_announcement_on_the_outcome_of_the_talks,PastProg
3294,at_least_the_cameras,PastPerf
3295,unfortunately_the_ego_a_monopoly_of_guilt_seeing_it_as_a_splendid_excuse_for_misery_and_martyrdom,PresentPerf
3296,indirectly_however_influence_from_the_home,FutureSimple
3297,at_one_level_jamaica_him_with_an_intense_visual_experience,PastPerf
3298,he_youngsters_at_the_freddie_mills_boxing_club,PresentPerf
3299,she_his_hand,PastSimple
3300,no_wonder_the_horse_so_swiftly,PastProg
3301,who_his_love_not,FutureSimple
3302,we_some_of_them_at_various_points_in_this_book,FutureSimple
3303,the_omens_better,PastProg
3304,frankie,PastProg
3305,four_us_helicopters_out_of_action,PastPerf
3306,he_climbing_down,PastPerf
3307,as_a_result_agents_even_more_cagey_about_developing_raw_talent,PresentProg
3308,it_a_freak_accident,PastPerf
3309,or_we_out_to_one_of_the_villages,PastPerf
3310,the_questioning_i,PresentSimple
3311,many_poems_on_the_bowmen_of_kent_the_following_being_an_extract_from_one_of_these,PresentPerf
3312,tank_manufacturer_vickers_for_example_it_for_a_major_contract_in_africa,PresentProg
3313,a_new_media_briefing_centre_for_torness_power_station_in_the_new_community_centre_built_at_port_seton,PresentProg
3314,there_a_lorry_up_behind_her_a_huge_one_fast,PastProg
3315,newspapers_and_milk_untouched_on_the_doorstep_of_their_cottage,PastSimple
3316,we_a_dean,PresentPerf
3317,the_window_a_deep_blue_square_of_sky,PastSimple
3318,the_shadow_fundholding_scheme_since_to_small_practices_and_to_a_trial_of_fundholding_for_all_services_except_accident_and_emergency,PresentPerf
3319,it_as_a_slogan_for_assertiveness_training_programmes_for_us_women_managers_for_example,PresentPerf
3320,men_more_than_women,PresentSimple
3321,surely_that_worth_a_little_for,PresentProg
3322,he_also_a_congressional_investigation_into_corruption_under_the_previous_regime,PastSimple
3323,but_it_a_tragic_consequence,PastSimple
3324,when_he_ever_grateful,PresentPerf
3325,the_project_on_estonia_russia_particularly_the_leningrad_area_and_poland,FutureSimple
3326,yearly_height_increments_not_consistently_with_duration_of_nutritional_treatment,PastSimple
3327,mr_popple_her_lying_on_the_bathroom_floor_upon_returning_from_the_lamb_and_flag,PastPerf
3328,it,PastPerf
3329,seve_ballesteros_too_no_impression,PastProg
3330,the_final_output_results,PresentSimple
3331,to_some_extent_this_by_the_economic_structure_and_market_factors_in_the_particular_country_or_industry_concerned,PresentPerf
3332,a_nurse_secretly_him_some_strips_of_paper_in_his_hands,PresentPerf
3333,it_between_someone_running_off_like_that_bloke_in_that_yeah,PastSimple
3334,the_findings_of_the_two_men_at_the_royal_astronomical_society_meeting_at_leicester_university_this_week,FutureSimple
3335,he_a_powerfully_man_over_six_feet_tall_with_sleek_black_hair_greying_at_the_temples,PastSimple
3336,they_literate,FutureSimple
3337,the_scum_severe_problems_with_that_right_now,PresentProg
3338,however_this_not_his_original_intention,PastPerf
3339,okay_your_dad,PastProg
3340,and_he_and_he_you,PresentSimple
3341,pensions_in_the_uk_as_a_result_of_the_maxwell_affair_we_in_conjunction_with_the_trustees_the_security_of_the_benefits_arising_from_the_uk_pension_fund,PresentPerf
3342,extra_midwives_on_for_the_same_reason,PastPerf
3343,the_federal_housing_authorities_no_powers_of_enforcement,PastSimple
3344,the_cnaa_clearly_an_unhappy_situation_inside_the_polytechnic_and_between_it_and_the_local_authority,PastPerf
3345,one_of_the_men_over_him_menacingly,PastSimple
3346,garnham_earlier_lancashire_and_especially_medium_pacer_phil_defreitas,PastPerf
3347,she_also_the_staff_restaurant_some_of_the_many_works_of_art_in_the_building_and_an_aerobics_class_in_action,FutureSimple
3348,but_harry_him,PastPerf
3349,i_deliberately_transparent_colours_for_their_clarity_as_well_as_for_their_resemblance_to_the_watercolour,PastSimple
3350,next_week_the_series_finishes_with_a_panel_discussion_about_the_ways_in_which_society_of_the_future_by_the_computer_revolution,FutureSimple
3351,by_training_a_teacher_of_the_deaf_the_latter_his_silver_jubilee_as_superintendent_missioner_at_leeds_during_the_year_of_the_cardiff_congress,PastProg
3352,property_occupied_only_by_students_exempt,FutureSimple
3353,aung_san_the_disaster_with_an_appraising_eye,PastSimple
3354,since_then_there_a_running_drug_scare_complete_with_pics_of_comatose_teens_and_tales_of_deathbed_agonies,PresentPerf
3355,this_not,PresentPerf
3356,my_dear_father_you_lunch,PastProg
3357,as_in_the_dream_he,PastPerf
3358,a_real_investment_it_to_any_garden,FutureSimple
3359,britain_for_something_new_from_this_conference,PresentProg
3360,exploratory_talks_in_advance_of_similar_negotiations_place_in_respect_of_lesotho_and_saudi_arabia,FutureSimple
3361,it_midsummer,PastPerf
3362,your_country_you_without_a_qualm,FutureSimple
3363,i_simply,PastProg
3364,this_by_new_minister_of_agriculture_gillian_shephard_in_her_first_speech_since_taking_up_her_new_job_in_the_cabinet,PresentPerf
3365,in_fact_a_more_limited_regime_of_this_kind_on_the_soviet_agenda_for_the_mediterranean_for_many_years,PresentPerf
3366,filming_next_spring,PresentSimple
3367,mr_broadhurst_from_his_summer_break,PastPerf
3368,now_some_of_the_tins_in_northampton_still_with_gateway_labels,PresentPerf
3369,given_the_closeness_of_the_key_relationships_changes_of_tonic_often_scarcely_perceptible,PresentSimple
3370,that_the_most_refreshing_thing_about_it,PastSimple
3371,oh_yeah_special_bearings_yeah_that,PresentSimple
3372,by_contrast_this_chapter_consideration_of_the_specificities_of_substantive_practice,PresentProg
3373,they_all_women,PresentSimple
3374,a_group_of_them_a_truck_of_supplies_out_to_romania_at_easter,PresentProg
3375,his_lively_and_passionate_nature_disciplined_by_a_formal_scientific_training_creatively_in_his_own_paintings_his_intense_love_of_music_and_in_his_relationships_personal_and_professional,PastSimple
3376,trading_standards_officers_into_the_matter_following_complaints,PresentProg
3377,the_attendance_also,FutureSimple
3378,forty,FutureSimple
3379,from_my_days_as_a_weekly_newspaper_reporter_my_enthusiasm_and_affection_for_journalism_never,PresentPerf
3380,genes_in_real_life_two_things,PresentSimple
3381,i_a_spear,PresentSimple
3382,in_a_smooth_sale_mas_involvement_minimal,FutureSimple
3383,a_woman_priest_in_the_same_collar_robes_and_vestments_as_the_male,FutureSimple
3384,the_post_office_then_delivery_of_leaflets_to_these_specific_target_locations,FutureSimple
3385,the_queen_in_cyprus_for_the_commonwealth_conference_to_a_row_over_a_series_of_executions_thirty_years_ago,PresentPerf
3386,the_three_children_now_the_local_village_school,PresentProg
3387,i_only_forty_hours_at_post_house,PastProg
3388,even_limited_information_from_the_environment_useful,PresentSimple
3389,mrs_kelleher_a_beautiful_new_hat,PastProg
3390,it_alain_too,FutureSimple
3391,the_jct_also_a_new_fixed_fee_form_and_a_management_contract,PresentProg
3392,and_how_i_this_caroline,PresentPerf
3393,as_a_child_i_history_being_made,PastPerf
3394,once_more_the_tormentum_almost_motionless_with_respect_to_the_convoluted_crumpled_cliffside_of_the_hulk,PastSimple
3395,i_nick,PresentSimple
3396,i_a_complete_asshole,PastSimple
3397,obviously_she_her_mind,PastProg
3398,you_a_television,PresentPerf
3399,at_sixteen_three_years_ago_she_and_her_brother_together_from_home_practically_unnoticed,PastPerf
3400,scale_the_means_within_a_program_to_reduce_or_enlarge_the_amount_of_space_an_image,FutureSimple
3401,the_result_of_the_investigation_also_relevant_to_the_design_of_artificially_intelligent_systems_for_communication_in_both_written_and_spoken_language,FutureSimple
3402,his_punishments_more_and_more_frequent,PastProg
3403,how_the_wheel,PresentPerf
3404,her_body_with_concrete_plastic_plaster_and_steel,PastPerf
3405,i_the_remains_of_the_birds_into_the_compost,PastSimple
3406,a_series_of_events_for_teachers_and_students_in_a_shakespeare_festival_next_year,FutureSimple
3407,however_the_military_not_much_success_so_far,PastProg
3408,so_i_round,PastSimple
3409,he_responsibility_for_the_reduction_in_job_opportunities_in_wales_and_for_the_increase_in_unemployment,FutureSimple
3410,this_not_a_romantic_vision,PresentSimple
3411,at_first_the_techs_with_bolt_guns_and_heavy_stub_weapons,PastPerf
3412,the_two_day_forum_amongst_other_issues_the_current_role_of_the_film_critic,FutureSimple
3413,she_really_stuck,PastSimple
3414,samples_of_all_fruits_and_vegetables_for_pesticide_residues,PresentSimple
3415,they_not_all_alike,FutureSimple
3416,you_any_more_black_emma,PresentSimple
3417,your_slippers_against_the_fire,PresentPerf
3418,my_health,PresentProg
3419,we_then_for_installation_commissioning_and_maintenance_of_the_system,FutureSimple
3420,the_bastard_too_far_this_time,PastPerf
3421,in_the_twelfth_century_the_development_of_round_ships_on_apace_and_the_first_steps_taken_towards_the_mighty_cogs_of_the_late_middle_ages,PastProg
3422,few_doctors_trained_overseas_surprised_by_the_result,FutureSimple
3423,the_man_never,FutureSimple
3424,traffic_via_boroughbridge_road_and_shipton,FutureSimple
3425,then_i_to_sleep_by_the_fire,PresentProg
3426,when_they_back,PresentProg
3427,you_your_latin,PastSimple
3428,no_wonder_i_over_money,PastProg
3429,reluctant_to_impose_yet_another_local_tax_the_finance_ministry_strongly_opposed_to_the_new_measures,PresentPerf
3430,they_back,PastPerf
3431,darlington_fast_a_commuter_belt,PresentProg
3432,but_things_by_stealth,PresentProg
3433,we_each_other_at_the_same_moment_she_on_her_side_of_the_gate_me_on_mine,PastSimple
3434,the_impact_of_the_west_wing_reopening_already_in_the_main_building,PresentPerf
3435,he_out_of_the_shelter,PastProg
3436,they_people_from_a_greater_distance_on_their_major_market_days_and_fair_days,PastSimple
